Prompt,Intent,domain
Show any reject or informational codes sent as part of the settlement to the pharmacy on claim 201533994612000 seq 004.,settlement_info,cap_api
I need to know which fills in the member with claim 201533994612000's history were refills versus original fills,Refills,claim_history_search
pull up every claim in the history that was a second fill or later for the member with claim 201533994612000,Refills,claim_history_search
filter claim history to show only fills marked as refill number 2 or higher for the member with claim 201533994612000,Refills,claim_history_search
show a breakdown of first fills versus refills across the member with claim 201533994612000's full prescription history,Refills,claim_history_search
"across all claims in the member with claim 201533994612000's history, how many were fill number 1 versus fill number 2 or above",Refills,claim_history_search
which of the member with claim 201533994612000's claims went through prior authorization,PriorAuth,claim_history_search
list all specialty drug claims in the member with claim 201533994612000's history that had a prior authorization attached,PriorAuth,claim_history_search
retrieve claims across the member with claim 201533994612000's history that show a Smart PA was applied,PriorAuth,claim_history_search
show claims filtered by PA approval status across the member with claim 201533994612000's full history,PriorAuth,claim_history_search
how many of the member with claim 201533994612000's claims required clinical prior authorization in the past 12 months,PriorAuth,claim_history_search
pull up all claims in the member with claim 201533994612000's history where PA was denied,PriorAuth,claim_history_search
display claims in the history gated by a member PA or plan PA requirement for the member with claim 201533994612000,PriorAuth,claim_history_search
which prescriptions in the member with claim 201533994612000's history bypassed the PA requirement via an override,PriorAuth,claim_history_search
show me claims where prior auth was still pending at the time of adjudication for the member with claim 201533994612000,PriorAuth,claim_history_search
filter the history to claims that passed PA review and were dispensed for the member with claim 201533994612000,PriorAuth,claim_history_search
which drugs in the member with claim 201533994612000's history map to diagnosis code E78.5 for hyperlipidemia,Diagnosis,claim_history_search
filter claim history by settlement response code 425 for the member with claim 201533994612000,Settlement,claim_history_search
which fills in the member with claim 201533994612000's history returned a settlement code of 001,Settlement,claim_history_search
retrieve all claims across the member with claim 201533994612000's history that carry pharmacy settlement response 200,Settlement,claim_history_search
display fills filtered by pharmacy response code 750 across the member with claim 201533994612000's full history,Settlement,claim_history_search
which of the member with claim 201533994612000's claims had a pharmacy settlement code of 500 returned,Settlement,claim_history_search
show all fills in the member with claim 201533994612000's history carrying settlement code 044,Settlement,claim_history_search
display fills in the member with claim 201533994612000's history filtered by settlement code 560,Settlement,claim_history_search
search the member with claim 201533994612000's claim history for any fills with settlement code 015 returned from the pharmacy,Settlement,claim_history_search
how many claims in the member with claim 201533994612000's history have a non-standard settlement code like 840,Settlement,claim_history_search
pull up claims in the history where pharmacy settlement code 403 was sent back for the member with claim 201533994612000,Settlement,claim_history_search
Show me all retail pharmacy claims for the member with claim 201533994612000,PharmType,claim_history_search
Filter the claim history to only mail-order fills for the member with claim 201533994612000,PharmType,claim_history_search
Pull up everything dispensed through a long-term care channel for the member with claim 201533994612000,PharmType,claim_history_search
Which of the member with claim 201533994612000's prescriptions were filled via home delivery?,PharmType,claim_history_search
Compounding pharmacy claims — the member with claim 201533994612000,PharmType,claim_history_search
Break down the member with claim 201533994612000's fills by pharmacy type across all their claims,PharmType,claim_history_search
Retail vs mail-order split for member's prescription history — can you filter that for the member with claim 201533994612000?,PharmType,claim_history_search
"LTC channel claims only please, member ID 334455667788000 for the member with claim 201533994612000",PharmType,claim_history_search
Are there any compound medication claims in the history for the member with claim 201533994612000?,PharmType,claim_history_search
I want to isolate just the mail order fills the member with claim 201533994612000 has had since January,PharmType,claim_history_search
Does the member with claim 201533994612000 have any home delivery claims on file?,PharmType,claim_history_search
Filter claim history: pharmacy channel = retail for the member with claim 201533994612000,PharmType,claim_history_search
"What pharmacy types appear in the member with claim 201533994612000's claims — retail, mail, specialty, anything else?",PharmType,claim_history_search
"Member's compounding claims history, any MIC breakdowns available for the member with claim 201533994612000?",PharmType,claim_history_search
I need claims billed under HMO1 for the member with claim 201533994612000,Plan,claim_history_search
Did the member with claim 201533994612000's plan change mid-year? Show me claims by plan across the history,Plan,claim_history_search
Claims billed to FRM1 vs HMO1 — can you split the history by insurance plan for the member with claim 201533994612000?,Plan,claim_history_search
What plan were the majority of the member with claim 201533994612000's prescriptions submitted under?,Plan,claim_history_search
How many different insurance plan codes appear across the member with claim 201533994612000's claim history?,Plan,claim_history_search
Claims under HMO1 for the last six months — member history search for the member with claim 201533994612000,Plan,claim_history_search
Search for all prescriptions processed under plan code MED3 in the member with claim 201533994612000's history,Plan,claim_history_search
Group the member with claim 201533994612000's claim history by plan code and show counts,Plan,claim_history_search
Which pharmacies has the member with claim 201533994612000 used across their claim history?,Pharmacy,claim_history_search
Find all claims for the member with claim 201533994612000 that were processed at CVS store #01234,Pharmacy,claim_history_search
Search the claim history for fills at any Walmart pharmacy location for the member with claim 201533994612000,Pharmacy,claim_history_search
NCPDP 1234567 — how many claims are in the member with claim 201533994612000's history from that store?,Pharmacy,claim_history_search
I need to know which pharmacy dispensed the most claims for the member with claim 201533994612000,Pharmacy,claim_history_search
Has the member with claim 201533994612000 ever filled at a specialty pharmacy called BioPlus? Check history.,Pharmacy,claim_history_search
CVS #00610 vs CVS #02345 — compare claim counts for the member with claim 201533994612000,Pharmacy,claim_history_search
Which CVS store location has processed the most fills for the member with claim 201533994612000?,Pharmacy,claim_history_search
Search claim history: pharmacy name contains 'Express Scripts' for the member with claim 201533994612000,Pharmacy,claim_history_search
Show me all the stores where the member with claim 201533994612000 has picked up prescriptions,Pharmacy,claim_history_search
Filter by dispensing pharmacy — I want only Kinney Drugs claims from the history for the member with claim 201533994612000,Pharmacy,claim_history_search
the member with claim 201533994612000 — find all claims processed at pharmacy NCPDP 9876543,Pharmacy,claim_history_search
Any claims from an out-of-network pharmacy in the member with claim 201533994612000's history?,Pharmacy,claim_history_search
"CVS #00610, how many total fills for member this year for the member with claim 201533994612000?",Pharmacy,claim_history_search
I want to isolate only Caremark mail service pharmacy claims in the history for the member with claim 201533994612000,Pharmacy,claim_history_search
How many claims in the member with claim 201533994612000's history were prescribed by Dr. Smith?,Prescriber,claim_history_search
Show all prescriptions written by Dr. Johnson for the member with claim 201533994612000,Prescriber,claim_history_search
Which doctors have prescribed medications for the member with claim 201533994612000 according to claim history?,Prescriber,claim_history_search
Search claim history: prescriber last name = Williams for the member with claim 201533994612000,Prescriber,claim_history_search
Who is the most frequent prescriber in the member with claim 201533994612000's claim history?,Prescriber,claim_history_search
"Prescriber NPI 1122334455, claims for the member with claim 201533994612000 from that provider",Prescriber,claim_history_search
Claims from a cardiologist named Dr. Lee across the member with claim 201533994612000's history,Prescriber,claim_history_search
How many unique prescribers appear in the member with claim 201533994612000's claim history this year?,Prescriber,claim_history_search
Filter by ordering physician — show only claims from NPI 3344556677 in history for the member with claim 201533994612000,Prescriber,claim_history_search
Any prescriptions written by a provider named Roberts in the member with claim 201533994612000's history?,Prescriber,claim_history_search
the member with claim 201533994612000 — group claim history by prescriber and give counts,Prescriber,claim_history_search
How many of the member with claim 201533994612000's fills came from out-of-state prescribers?,Prescriber,claim_history_search
"Prescriber name = Dr. Huang, filter all matching records from member claim history for the member with claim 201533994612000",Prescriber,claim_history_search
Which prescriber wrote the most Rx claims for the member with claim 201533994612000 in the last 12 months?,Prescriber,claim_history_search
Ingredient cost trend for MUGARD — show across all dispensed claims for the member with claim 201533994612000,Pricing,claim_history_search
Claims history pricing breakdown for MUGARD — all fills the member with claim 201533994612000,Pricing,claim_history_search
I need to see the patient pay for every MUGARD fill the member with claim 201533994612000 has had,Pricing,claim_history_search
MEDD pricing for MUGARD across the member with claim 201533994612000's full claim history,Pricing,claim_history_search
What has the plan paid vs member paid for MUGARD across all claims in history for the member with claim 201533994612000?,Pricing,claim_history_search
What is the highest single copay the member with claim 201533994612000 has ever paid in their claims history?,Pricing,claim_history_search
which fills are currently showing a rejected adjudication status for the member with claim 201533994612000,Status,claim_history_search
filter by claim status code R across the member with claim 201533994612000's entire prescription history,Status,claim_history_search
display claims in closed status for the member with claim 201533994612000,Status,claim_history_search
retrieve all claims that hit reject code DG across the member with claim 201533994612000's history,RejectCode,claim_history_search
pull up all fills that returned reject code M1 in the adjudication response for the member with claim 201533994612000,RejectCode,claim_history_search
were there any claims in the history that came back with a 3G reject code for the member with claim 201533994612000,RejectCode,claim_history_search
display fills across the full history that were turned away with reject FQ for the member with claim 201533994612000,RejectCode,claim_history_search
break down the member with claim 201533994612000's rejected claims by NCPDP reject code,RejectCode,claim_history_search
show every instance in the claim history where NCPDP rejection code 8C was returned for the member with claim 201533994612000,RejectCode,claim_history_search
pull up the most recent MUGARD claim date for the member with claim 201533994612000,DrugLast,claim_history_search
show the most recent service date across all MUGARD claims for the member with claim 201533994612000,DrugLast,claim_history_search
list every prescription dispensed during the month of April for the member with claim 201533994612000,Month,claim_history_search
pull up claim records from June only for the member with claim 201533994612000,Month,claim_history_search
what medications did the member with claim 201533994612000 receive in July,Month,claim_history_search
show me everything processed in August for the member with claim 201533994612000,Month,claim_history_search
narrow the history results to claims submitted or adjudicated in October for the member with claim 201533994612000,Month,claim_history_search
I want to see the drug fills from last March in the claim history for the member with claim 201533994612000,Month,claim_history_search
show me all claims adjudicated in the month of September 2024 for the member with claim 201533994612000,Month,claim_history_search
which claims were processed in January 2025 for the member with claim 201533994612000,Month,claim_history_search
show claim 201533994612000 from the member's prescription history,ClaimNum,claim_history_search
claim 201533994612000 — show me that entry from the claim list,ClaimNum,claim_history_search
look up claim number 201533994612000 and tell me about it,ClaimNum,claim_history_search
fetch claim 201533994612000 from the member's prescription records,ClaimNum,claim_history_search
find claim 201533994612000 in the history and show its status,ClaimNum,claim_history_search
display claim 201533994612000 from the member's claim list,ClaimNum,claim_history_search
pull claim number 201533994612000 from the member's fills,ClaimNum,claim_history_search
I need to see every claim tied to national drug code 00006-0749-31 across the member with claim 201533994612000's history,NDC,claim_history_search
Can you pull all fills where the NDC was 00071-0155-23 for the member with claim 201533994612000?,NDC,claim_history_search
00378-2160-05 NDC — list every claim that matched this code in the member with claim 201533994612000's file,NDC,claim_history_search
Look through the member with claim 201533994612000's history and find any claim with national drug code 68462-0168-01,NDC,claim_history_search
I want the full list of adjudicated claims where NDC equals 00003-0895-20 for the member with claim 201533994612000,NDC,claim_history_search
Cross-reference the member with claim 201533994612000's PDE records against NDC 00169-4175-11,NDC,claim_history_search
Gimme all claims where the NDC was 00085-0019-01 for member number 400223344 for the member with claim 201533994612000,NDC,claim_history_search
Run an NDC filter — 45963-0483-11 — and show me everything in the member with claim 201533994612000's history,NDC,claim_history_search
Show claim history filtered by NDC 00069-0150-41 over the last plan year for the member with claim 201533994612000,NDC,claim_history_search
"Member history search: NDC 72606-0130-01, all dates, all pharmacies for the member with claim 201533994612000",NDC,claim_history_search
Filter the member with claim 201533994612000 claims by NDC — looking for 00781-1888-31 specifically,NDC,claim_history_search
I have an NDC: 43598-0290-05. Can you find all the claims for the member with claim 201533994612000 that used it?,NDC,claim_history_search
How many Pfizer fills does the member with claim 201533994612000 have in their history?,Manufacturer,claim_history_search
"All Cipla fills across the member with claim 201533994612000's claim history, please",Manufacturer,claim_history_search
Search the full claim history for any Merck-manufactured drugs dispensed to the member with claim 201533994612000,Manufacturer,claim_history_search
Identify all West-Ward manufactured claims in the member with claim 201533994612000's history,Manufacturer,claim_history_search
Filter the member with claim 201533994612000's claim history to only Breckenridge Pharmaceutical products,Manufacturer,claim_history_search
I want to see every non-branded fill across the member with claim 201533994612000's entire claim history,Generic,claim_history_search
How many generic substitutions did the member with claim 201533994612000 have in the last plan year?,Generic,claim_history_search
Give me a list of all DAW code 1 overrides or generic claims for the member with claim 201533994612000,Generic,claim_history_search
"Search the claim history — I only want the multi-source generics, not brand for the member with claim 201533994612000",Generic,claim_history_search
Filter by drug type: generic — pull all records for the member with claim 201533994612000,Generic,claim_history_search
I need the full list of GPI-matched generic fills in the member with claim 201533994612000's PBM history,Generic,claim_history_search
Narrow down the claim history to only non-proprietary drug fills for the member with claim 201533994612000,Generic,claim_history_search
Run a claim history search for all tier-1 generic utilization for the member with claim 201533994612000,Generic,claim_history_search
Generics only — filter the member with claim 201533994612000's claim history accordingly,Generic,claim_history_search
Which claims in the member with claim 201533994612000's history had a DAW code indicating a generic was dispensed?,Generic,claim_history_search
List all ANDA-approved generic fills from the full claim history for the member with claim 201533994612000,Generic,claim_history_search
"Pull claim history, filter to generic only — I want NDC, date of service, and cost share for each for the member with claim 201533994612000",Generic,claim_history_search
Filter the member with claim 201533994612000's claim history to proprietary brand fills only,Brand,claim_history_search
How many brand-only fills does the member with claim 201533994612000 have on record?,Brand,claim_history_search
Give me all DAW 1 or DAW 2 claims in the member with claim 201533994612000's history where the brand was dispensed,Brand,claim_history_search
Narrow the claim history search to NDA-approved brand drugs for the member with claim 201533994612000,Brand,claim_history_search
Which of the member with claim 201533994612000's claims were for a brand drug that had a generic available?,Brand,claim_history_search
List all BPG-tier brand fills from the member with claim 201533994612000's full claim history,Brand,claim_history_search
I want a count of specialty brand drug fills in the member with claim 201533994612000's claim records,Brand,claim_history_search
Show claims where the member with claim 201533994612000 received a brand drug despite a generic equivalent existing on formulary,Brand,claim_history_search
Which brand name drugs were dispensed to the member with claim 201533994612000 over the last 24 months? Pull from history.,Brand,claim_history_search
All tier-2 and tier-3 brand claims for the member with claim 201533994612000 from the full history,Brand,claim_history_search
Run a brand drug filter across the member with claim 201533994612000's PBM claim history,Brand,claim_history_search
How many of the member with claim 201533994612000's claims involved a formulary brand product? Show me the list.,Brand,claim_history_search
"Show the member with claim 201533994612000 all brand fills — include cost share, date of service, and prescriber NPI",Brand,claim_history_search
Show me the member with claim 201533994612000's claim history from 01/01/2025 through 06/30/2025,date_range_claims,claim_history_search
Date range filter: 03/15/2024 to 09/15/2024 — pull all claims for the member with claim 201533994612000,date_range_claims,claim_history_search
Show a cross-claim analysis of all fills from July through December 2024 for the member with claim 201533994612000,date_range_claims,claim_history_search
the member with claim 201533994612000: retrieve every claim processed in the 12-month period ending 12/31/2024,date_range_claims,claim_history_search
Filter the claim history from the past plan year — specifically anything that hit the MEDD or TrOOP for the member with claim 201533994612000,date_range_claims,claim_history_search
List all claims for the member with claim 201533994612000 filed between April 2025 and the current date,date_range_claims,claim_history_search
Pull the member with claim 201533994612000's entire claim history for 2024 — I want to trace TrOOP accumulation quarter by quarter,date_range_claims,claim_history_search
Which of the member with claim 201533994612000's claims fell within the creditable coverage period of 01/01/2025–12/31/2025?,date_range_claims,claim_history_search
I'm doing a PDE reconciliation — need all claims between 01/01/2024 and 06/30/2024 for the member with claim 201533994612000,date_range_claims,claim_history_search
What's the full list of adjudicated claims for the member with claim 201533994612000 between Q3 and Q4 last year?,date_range_claims,claim_history_search
Run a claim history search for date of service between 02/01/2025 and 05/31/2025 — I need to check deductible and LICS phase transitions for the member with claim 201533994612000,date_range_claims,claim_history_search
Hello there!,greeting,general
Hi!,greeting,general
Good morning,greeting,general
Good afternoon,greeting,general
Good evening,greeting,general
Howdy!,greeting,general
Greetings!,greeting,general
"Hey, how's it going?",greeting,general
"Hi, good to be here",greeting,general
Hello! Nice to meet you.,greeting,general
Good day!,greeting,general
Hey hey hey,greeting,general
"Hi there, hope you're well",greeting,general
Yo!,greeting,general
Hello hello,greeting,general
"Good morning, hope the day is going well",greeting,general
Salutations!,greeting,general
Hiya!,greeting,general
"Hey, just dropping in to say hi",greeting,general
What steps should I follow to avoid claim rejection?,help,general
What are the common reasons my claims get denied?,help,general
How do I file a pharmacy claim without errors?,help,general
How do I avoid getting my claim rejected?,help,general
What are the best practices for submitting a clean claim?,help,general
I'm new here — what should I know about filing claims correctly?,help,general
What is 347 multiplied by 89?,out_of_scope,general
asdjklasd fjklasjdf lkajsdf,out_of_scope,general
Can you recommend a good Netflix show?,out_of_scope,general
Write me a poem about autumn leaves,out_of_scope,general
blorp zizzle flonk wonk,out_of_scope,general
What time is it in Tokyo right now?,out_of_scope,general
Tell me a joke,out_of_scope,general
Retrieve transition fill type and Member PA details applied to claim 201533994612000 seq 004.,approval_info,cap_api
Retrieve the TrOOP amount and current benefit phase for the member on claim 201533994612000 sequence 004.,beneficiary_info,cap_api
Show all details for claim 201533994612000 sequence 004 — what happened during processing?,claim_status,cap_api
compound drug formulation details — claim 201533994612000 sequence 004,compound_info,cap_api
Were there any drug interaction alerts on claim 201533994612000 sequence 004?,drug_interaction_info,cap_api
Show me the DUR edits triggered for claim 201533994612000 seq 004,drug_interaction_info,cap_api
Did claim 201533994612000 seq 004 flag any therapeutic duplication?,drug_interaction_info,cap_api
DUR results for claim 201533994612000 sequence 004 — any clinical alerts?,drug_interaction_info,cap_api
Did the pharmacist override a drug-drug interaction alert on claim 201533994612000 sequence 004?,drug_interaction_info,cap_api
Were there any DDI or DUR edits adjudicated on claim 201533994612000 seq 004?,drug_interaction_info,cap_api
Did claim 201533994612000 seq 004 trigger any drug-drug or drug-disease interaction alerts during adjudication?,drug_interaction_info,cap_api
"Were DUR clinical edits overridden on claim 201533994612000 seq 004, and if so what were the codes?",drug_interaction_info,cap_api
"List all DUR edits, drug interaction flags, and clinical screening results for claim 201533994612000 seq 004",drug_interaction_info,cap_api
When was the prescription dispensed on claim 201533994612000 seq 004?,fill_date_info,cap_api
I need the dispensing date for claim 201533994612000 seq 004,fill_date_info,cap_api
I want to confirm when the pharmacy dispensed the medication on claim 201533994612000 sequence 004,fill_date_info,cap_api
Show me the fill date for claim 201533994612000 seq 004,fill_date_info,cap_api
What was the network reimbursement type for claim 201533994612000 seq 004 — standard MAC network or specialty network?,network_info,cap_api
I see claim 201533994612000 seq 004 has a denial status — can you pull the rejection codes and describe how to override them?,rejection_reasons,cap_api
which prescriptions are showing as overdue for a refill based on the member with claim 201533994612000's fill timeline,Refills,claim_history_search
give me the complete list of drugs the member with claim 201533994612000 received in November — filter by that month only,Month,claim_history_search
How many times did the member with claim 201533994612000 fill a generic versus a brand in the past two years?,Generic,claim_history_search
Provide the PA summary including effective dates and drug coverage for PA100123456.,pa_summary,override_domain
Show a high-level overview of PA override PA200234567.,pa_summary,override_domain
What are the key fields on PA300345678?,pa_summary,override_domain
"PA summary — PA400456789, give me the TLDR.",pa_summary,override_domain
Summary of prior authorization PA500567890.,pa_summary,override_domain
Will PA100123456 fix the reject 75 on this claim?,pa_override_reject,override_domain
Does PA200234567 override reject 70 plan exclusion?,pa_override_reject,override_domain
Can PA300345678 clear a reject 75 or 76?,pa_override_reject,override_domain
Will PA400456789 resolve a 76 plan limits issue?,pa_override_reject,override_domain
Does PA500567890 handle reject 70 when it is plan exclusion?,pa_override_reject,override_domain
Explain what the authorized drug type field does on PA100123456.,pa_field_help,override_domain
What does the PA reason code field control on PA200234567?,pa_field_help,override_domain
What is the clinical admin code field used for on a PA?,pa_field_help,override_domain
Why would someone populate the send expiration date field on a PA?,pa_field_help,override_domain
Help me understand the skip deductible field on PA500567890.,pa_field_help,override_domain
Does PA100123456 copay modify the claim price?,pa_copay_pricing,override_domain
How does the copay on PA200234567 affect the member's out-of-pocket?,pa_copay_pricing,override_domain
Will the PA copay override on PA300345678 change what the member pays?,pa_copay_pricing,override_domain
Does the copay on PA400456789 change the patient pay amount?,pa_copay_pricing,override_domain
Show me the pricing impact of the copay override on PA500567890.,pa_copay_pricing,override_domain
List the drugs that PA100123456 authorizes.,pa_drug_coverage,override_domain
Does PA200234567 cover GABAPENTIN?,pa_drug_coverage,override_domain
What drugs fall under PA300345678?,pa_drug_coverage,override_domain
Show the GPI coverage on PA400456789.,pa_drug_coverage,override_domain
Which medications are authorized under PA500567890?,pa_drug_coverage,override_domain
How many times was PA100123456 applied to a claim?,pa_claim_usage,override_domain
Claim count for PA200234567.,pa_claim_usage,override_domain
What is the volume of claims using PA300345678?,pa_claim_usage,override_domain
How frequently is PA400456789 being applied?,pa_claim_usage,override_domain
Total claim volume for PA500567890.,pa_claim_usage,override_domain
What is the reason code on PA100123456?,pa_reason_code,override_domain
Is PA200234567 using reason code OD?,pa_reason_code,override_domain
Override reason for PA300345678.,pa_reason_code,override_domain
Show me the reason code on PA400456789.,pa_reason_code,override_domain
Is the reason code U1 or LC on PA500567890?,pa_reason_code,override_domain
Effective dates on PA100123456 — start to finish.,pa_effective_dates,override_domain
Is PA200234567 still within its valid period?,pa_effective_dates,override_domain
When does PA300345678 expire?,pa_effective_dates,override_domain
Display the dateBegin and dateEnd for PA400456789.,pa_effective_dates,override_domain
Is PA500567890 expired?,pa_effective_dates,override_domain
Who entered PA100123456? Check the agent code.,pa_agent_code,override_domain
Agent code on PA200234567 — A or C?,pa_agent_code,override_domain
Was PA300345678 auto-generated or manually created?,pa_agent_code,override_domain
Display the agent code for PA400456789.,pa_agent_code,override_domain
Who created PA500567890 based on the agent code?,pa_agent_code,override_domain
Ignore status on PA100123456 — Y or N?,pa_ignore_status,override_domain
Is PA200234567 set to ignore the drug status?,pa_ignore_status,override_domain
Show the ignoreStatusCode on PA300345678.,pa_ignore_status,override_domain
Is the ignore status flag active on PA400456789?,pa_ignore_status,override_domain
What is the ignore status setting on PA500567890?,pa_ignore_status,override_domain
Is the specialty Rx override turned on for PA100123456?,pa_specialty_rx_override,override_domain
Does PA200234567 bypass the specialty reject?,pa_specialty_rx_override,override_domain
Show the specialty override indicator on PA300345678.,pa_specialty_rx_override,override_domain
Is specialty override enabled on PA400456789?,pa_specialty_rx_override,override_domain
Will PA500567890 clear a specialty prescription reject?,pa_specialty_rx_override,override_domain
What is the clinical admin code on PA100123456?,pa_clinical_admin_code,override_domain
Is the clinical admin code blank or A on PA200234567?,pa_clinical_admin_code,override_domain
Show the clinicalAdministrationCode on PA300345678.,pa_clinical_admin_code,override_domain
Does PA400456789 have a clinical administration code set?,pa_clinical_admin_code,override_domain
What clinical admin code is on PA500567890?,pa_clinical_admin_code,override_domain
Transform care type on PA100123456?,pa_transform_care,override_domain
Is PA200234567 set up with a transform care program?,pa_transform_care,override_domain
Show the transformCare field on PA300345678.,pa_transform_care,override_domain
What care transformation type is on PA400456789?,pa_transform_care,override_domain
Is transform care configured on PA500567890?,pa_transform_care,override_domain
Does PA100123456 follow the member across plan changes?,pa_follow_me_logic,override_domain
Is follow me logic active on PA200234567?,pa_follow_me_logic,override_domain
Will PA300345678 carry over during a plan transition?,pa_follow_me_logic,override_domain
Show the followMeLogicIndicator on PA400456789.,pa_follow_me_logic,override_domain
Is follow me turned on for PA500567890?,pa_follow_me_logic,override_domain
Drug type indicator on PA100123456 — GPI or NDC?,pa_drug_type_indicator,override_domain
Is PA200234567 set to G or N for drug type?,pa_drug_type_indicator,override_domain
How does PA300345678 match authorized drugs?,pa_drug_type_indicator,override_domain
Show the authorizedDrugType for PA400456789.,pa_drug_type_indicator,override_domain
Is PA500567890 using GPI-level matching?,pa_drug_type_indicator,override_domain
When was PA100123456 last modified?,pa_modification_history,override_domain
Show the modifyDateTime on PA200234567.,pa_modification_history,override_domain
Has PA300345678 been changed recently?,pa_modification_history,override_domain
Last modified timestamp on PA400456789.,pa_modification_history,override_domain
When was PA500567890 last updated?,pa_modification_history,override_domain
How do I bypass step therapy on a PA override?,pa_contingent_therapy_override,override_domain
Flip the bypass contingent therapy flag to Y on PA100123456.,pa_contingent_therapy_override,override_domain
The claim is failing contingent therapy — how do I fix it with the PA?,pa_contingent_therapy_override,override_domain
How to override the contingent therapy edit on PA200234567?,pa_contingent_therapy_override,override_domain
Member needs step therapy waived — what do I set on the PA?,pa_contingent_therapy_override,override_domain
How do I bypass Smart PA processing on a PA override?,pa_smart_pa_override,override_domain
Set bypass Smart PA to Y on PA100123456.,pa_smart_pa_override,override_domain
The claim needs Smart PA but we want to bypass it — how?,pa_smart_pa_override,override_domain
Smart PA is blocking this claim — how to get around it with a PA?,pa_smart_pa_override,override_domain
Enter the Smart PA criteria number on PA200234567.,pa_smart_pa_override,override_domain
Route this claim to Medicare Part B — which PA reason code?,pa_part_b_override,override_domain
How do I set up a PA with reason code MB for Part B?,pa_part_b_override,override_domain
This claim needs to pay under Part B — how do I set the PA?,pa_part_b_override,override_domain
Part B override using reason MB on PA100123456.,pa_part_b_override,override_domain
Set override reason MB for Part-B processing on PA200234567.,pa_part_b_override,override_domain
How do I override an ESRD rejection with a PA?,pa_esrd_override,override_domain
Set PA reason code ES to bypass ESRD on PA100123456.,pa_esrd_override,override_domain
The ESRD edit is blocking the claim — which PA reason code?,pa_esrd_override,override_domain
ESRD reject bypass — set up PA with reason ES on PA200234567.,pa_esrd_override,override_domain
Which PA reason code overrides End-Stage Renal Disease?,pa_esrd_override,override_domain
How do I skip the deductible using a PA override?,pa_skip_deductible,override_domain
Set skip DED to Y on PA100123456.,pa_skip_deductible,override_domain
Is there a PA flag that bypasses the deductible for this member?,pa_skip_deductible,override_domain
Flip the skip deductible indicator to Y on PA200234567.,pa_skip_deductible,override_domain
How to waive the deductible using PA300345678?,pa_skip_deductible,override_domain
How do I send the PA expiration date on the claim?,pa_send_expiration,override_domain
Set the send expiration date flag to Y on PA100123456.,pa_send_expiration,override_domain
The PA end date is not transmitting — how to fix it on PA200234567?,pa_send_expiration,override_domain
Enable send expiration on PA300345678 so the date goes to the claim.,pa_send_expiration,override_domain
How do I include the PA end date during claim adjudication?,pa_send_expiration,override_domain
How do I set up a TF letter tag on a PA override?,pa_tf_letter_setup,override_domain
Configure the Transition Fill letter type on PA100123456.,pa_tf_letter_setup,override_domain
Which TF letter type should I use with this PA?,pa_tf_letter_setup,override_domain
Add a TF letter to PA200234567 — what type should I select?,pa_tf_letter_setup,override_domain
Transition Fill letter setup on PA300345678.,pa_tf_letter_setup,override_domain
How do I configure a different copay on a PA override?,pa_copay_setup,override_domain
Set up a custom copay schedule on PA100123456.,pa_copay_setup,override_domain
The member needs a lower copay — how to set it up via the PA?,pa_copay_setup,override_domain
Change the copay processing via PA200234567.,pa_copay_setup,override_domain
Configure a copay override schedule on PA300345678.,pa_copay_setup,override_domain
What PA should I use to fix this reject?,pa_suggest_override,override_domain
Suggest the right override for this rejection.,pa_suggest_override,override_domain
Which PA resolves a reject 75?,pa_suggest_override,override_domain
I need a PA recommendation — claim is rejecting for code 70.,pa_suggest_override,override_domain
What override should I create to get this claim through?,pa_suggest_override,override_domain
What fields do I need for PA reason code OD?,pa_reason_code_fields,override_domain
Which PA fields are required for override reason U1?,pa_reason_code_fields,override_domain
Fields needed for reason code MB on a PA override.,pa_reason_code_fields,override_domain
What do I configure when reason code ES is selected?,pa_reason_code_fields,override_domain
Which fields apply to PA reason code OA?,pa_reason_code_fields,override_domain
