Prompt,actual_intent,predicted_intent,intent_match,actual_domain,predicted_domain,domain_match,confidence,raw_confidence,margin,source,agreement,is_confusion_pair,gate_reason
Beneficiary accumulation summary for this member.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.9908550446369081,0.37635308142687846,0.987232806966674,ensemble,True,False,pass
How close is this member to reaching the coverage gap?,beneficiary_info,member_coverage,False,benefits_api,member_domain,False,0.6694355244685569,0.15058222604740806,0.581364185110459,ensemble,False,False,disagreement
What are the current accumulator amounts for this member?,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.6985522095232619,0.24304287215698123,0.6198742090854615,ensemble,False,False,disagreement
Show this member's benefit phase progression.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.9925391038516425,0.4181216327480927,0.9896970075590938,ensemble,True,False,pass
Tier and accumulation breakdown for this beneficiary.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.9590192876283092,0.2650115388766734,0.9422036820973567,ensemble,True,False,pass
What is the total year-to-date spend for this member?,beneficiary_info,pricing_info,False,benefits_api,cap_api,False,0.5701028474524047,0.13966539062686936,0.3218931770701299,ensemble,False,False,disagreement
Give me an overview of the current benefit plan for this member.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.9995438693942447,0.6660252240683991,0.9993570145925356,ensemble,True,False,pass
What plan is this member enrolled in right now?,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.7140137613867192,0.17435537501458107,0.6350062022843477,ensemble,True,True,pass
Active plan snapshot for member 44781239.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.9876650140628069,0.3244501876830984,0.9857314928081808,ensemble,True,False,pass
Show me the current coverage summary for this member's plan.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.8906103998411504,0.43664822488580396,0.8849786475159838,ensemble,True,True,pass
What is the plan name and effective date for this member?,plan_summary,benefit_reset_date,False,benefits_api,member_domain,False,0.6182395704829142,0.15653302832423152,0.4410421615266192,ensemble,False,False,disagreement
Current benefit plan configuration overview.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.9472957872647149,0.28758711696469424,0.9157154905833652,ensemble,True,False,pass
Plan summary for this member.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.9947969182301827,0.40975816501181184,0.9936620682041766,ensemble,True,False,pass
What formulary is associated with this member's current plan?,plan_summary,drug_info,False,benefits_api,claim_history_search,False,0.5150497619034102,0.13867530605389283,0.28753821825403764,ensemble,False,False,disagreement
Show the active plan details including tier structure.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.6323422635703057,0.15322405076503387,0.5831337403752876,ensemble,False,False,disagreement
Pull up the plan overview for this enrollment.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.6359864434117987,0.19589586819018603,0.4809341212107676,ensemble,False,False,disagreement
Show me the plan revision history for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9983868215330042,0.5196156241932091,0.9980063110107451,ensemble,True,False,pass
When was the last plan change made for member 44781239?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.4272313772844438,0.10021104354656064,0.3127019975487168,ensemble,False,False,disagreement
Has this member's plan been amended recently?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.973272279484657,0.3011617272957626,0.9644749051230149,ensemble,True,False,pass
Plan change log and amendment history.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9989794216672623,0.554212096287569,0.9988278633380826,ensemble,True,False,pass
What prior plan versions were in effect for this member?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9953135741295891,0.40541978265026124,0.994815671083431,ensemble,True,False,pass
Show the timeline of plan updates for this enrollment.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.903429909343859,0.25185689423453417,0.8281190932813565,ensemble,True,False,pass
Historical plan changes for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9930076329159896,0.3934009488309682,0.9912869871385447,ensemble,True,False,pass
When did the current plan go into effect and what was the prior plan?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9828326301989508,0.3424763218087661,0.9751321144651033,ensemble,True,False,pass
Plan revision audit trail for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.9968003820710865,0.4891273861417632,0.9950212455804224,ensemble,True,False,pass
Were there any mid-year plan changes for this member?,plan_history,Month,False,benefits_api,claim_history_search,False,0.8402936684876594,0.22550126431429096,0.8085377416667405,ensemble,False,False,disagreement
Search for available plans that match this member's eligibility.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.9714205411093918,0.40009367059366646,0.9461944613015543,ensemble,True,False,pass
Which benefit plans are available for this client group?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.9994615794887514,0.5931038367013427,0.9993974390000794,ensemble,True,False,pass
Find a plan that covers specialty medications.,plan_finder,pa_specialty_rx_override,False,benefits_api,override_domain,False,0.5275526480120013,0.17040242895010219,0.2751014391154764,ensemble,False,False,disagreement
Plan catalog lookup for member 44781239.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.93095362069078,0.2066384473125691,0.9186805282486823,ensemble,True,False,pass
What plans are available for enrollment in this account group?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.9859182391886613,0.3407814532993972,0.9789650252041993,ensemble,True,False,pass
Show me plans that match this member's demographic profile.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.8890046542327017,0.3426537270015506,0.8632374155946718,ensemble,False,False,disagreement
Search the plan catalog for this carrier.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.9940193655577889,0.3680837853782174,0.993384609632867,ensemble,True,False,pass
Which plans offer mail-order benefits in this group?,plan_finder,mail_order_info,False,benefits_api,cap_api,False,0.8113613718563,0.2849687522191026,0.7555603120437433,ensemble,True,True,pass
Find available benefit plan options for this enrollment.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.9941604771352792,0.4000189671450079,0.9927104128986681,ensemble,True,False,pass
What plans can this member switch to?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.8885672933023437,0.2053627347568921,0.8175273905646112,ensemble,True,False,pass
Show compound medication ingredient breakdown for this member's claims.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.9995690744580388,0.6243705228907823,0.9995142098045567,ensemble,True,False,pass
MIC details for the compound fills in this member's history.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.9897938826009768,0.31877130742266124,0.9887843327744682,ensemble,True,False,pass
Were there any compound claims with funded and unfunded ingredients?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.9969672573914261,0.45001376953097705,0.9963047491922922,ensemble,True,False,pass
Ingredient cost report across compound claims for this member.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.8882488532461585,0.45480219530686183,0.8779694144316262,ensemble,True,True,pass
List all compound prescriptions filled for this member.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.9950033577401044,0.40908254512262865,0.9942937821689578,ensemble,True,False,pass
Compound drug ingredient list and costs across claims.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.8982942882028176,0.5265629721018195,0.8977431813496082,ensemble,True,True,pass
Show compound claims and their MIC breakdowns.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.8904710430864518,0.27104102608064,0.8855525127120067,ensemble,False,False,disagreement
Are there any compound medications in this member's claim history?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.996829644011134,0.46219703573714715,0.9961510897708773,ensemble,True,False,pass
Pull compound ingredient details across all fills.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.9937316065285823,0.3708783645538419,0.9930178599395475,ensemble,True,False,pass
Which claims involved compounded medications?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.964269951702793,0.29991590008961516,0.9418347225487391,ensemble,True,False,pass
Show me all claims from March through June.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9998166629871595,0.7886041337809677,0.9996787697924739,ensemble,True,False,pass
Claims within the last 90 days for this member.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9997881069261545,0.7233157281922695,0.9997304457394389,ensemble,True,False,pass
Pull claims that contributed to the deductible this year.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.999904116848266,0.7505597220084834,0.9998964029961882,ensemble,True,False,pass
Show claim accumulation history for the past 6 months.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.8819758900554964,0.3316985632551047,0.8576794360210263,ensemble,False,False,disagreement
What claims were processed between January 1 and April 30?,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9987988233496387,0.7401490814273076,0.9976757969848549,ensemble,True,False,pass
List claims from the current benefit year.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9997943676695682,0.7438971418394621,0.9996940209966647,ensemble,True,False,pass
Date range search: claims from 2025-01-01 to 2025-06-30.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9367725107281643,0.23070937349069595,0.9210568779147028,ensemble,True,False,pass
Show deductible-contributing claims for this member.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9969652180033769,0.47072607193893523,0.9960674155479481,ensemble,True,False,pass
What claims fell within this quarter?,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.8776857998775539,0.3664554336523736,0.8408307074382289,ensemble,False,False,disagreement
Pull the claim history for the last 12 months.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.9998647254529991,0.7394666618375402,0.9998491817614267,ensemble,True,False,pass
What drug was dispensed on the claims for this member?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9998881357810758,0.7558690451786552,0.9998655638688648,ensemble,True,False,pass
Show me the NDC and GPI for drugs in this member's history.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9846347273336121,0.37636712023475993,0.979103329259501,ensemble,True,False,pass
What is the formulary status of the drugs this member has been taking?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9956693537427983,0.44835200834561895,0.9940419331698538,ensemble,True,False,pass
Drug name and therapeutic class for claims on this member.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9998627987913827,0.7504706864360349,0.9998267083228907,ensemble,True,False,pass
GPI lookup across this member's prescriptions.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9998141890313881,0.7021472928555086,0.9997846929445279,ensemble,True,False,pass
List all medications and their NDCs from this member's claims.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.950800185465769,0.29010508322750156,0.9270629631903023,ensemble,True,False,pass
Show the drug details including RxClaim status for this member.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9853371393877012,0.4131503376957649,0.9739746659070085,ensemble,True,False,pass
What therapeutic classes are represented in this member's fills?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.999827805117518,0.7100230326876501,0.9998069971235837,ensemble,True,False,pass
Formulary and drug classification for this member's medications.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9142158506765109,0.4546958063649791,0.9122187390046467,ensemble,False,False,disagreement
Which drugs has this member been prescribed?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.9998420009569796,0.7218073730696303,0.9998224314593546,ensemble,True,False,pass
Were there any DUR edits triggered across this member's claims?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9998874075581469,0.7483811007392094,0.9998740743678775,ensemble,True,False,pass
Show drug interaction alerts for this member's prescription history.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.999916930242535,0.7432942427568732,0.999911098586248,ensemble,True,False,pass
What clinical screening flags appeared on this member's claims?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.8501777039605345,0.15745726778040023,0.8180985186878301,ensemble,True,False,pass
DUR edit details across all fills for this member.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9998551499574092,0.7106413435690573,0.9998337441553645,ensemble,True,False,pass
Are there drug-drug interaction warnings in the claim history?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9998365646378036,0.7337963372892863,0.9997917282255703,ensemble,True,False,pass
List any interaction alerts or clinical edits for this member.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9989929510938692,0.538263574158509,0.9988102898097482,ensemble,True,False,pass
Show DUR results for this member's recent fills.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.97580837010017,0.28671873758631816,0.9721723912969037,ensemble,True,False,pass
Were any claims flagged for therapeutic duplication?,drug_interaction_info,drug_info,False,claim_history_search,claim_history_search,True,0.6638439375894493,0.17255042452278163,0.572118857655454,ensemble,False,False,disagreement
Drug utilization review alerts across this member's history.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9998344492242482,0.7319724092388581,0.999778658157477,ensemble,True,False,pass
What clinical edits were triggered for this member's medications?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.9998195505060959,0.7223318484868393,0.9997416345077735,ensemble,True,False,pass
When was each prescription filled for this member?,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.9997691909731333,0.7241164482139422,0.9997033311710037,ensemble,True,False,pass
Show fill dates across all claims for this member.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.9998241070765761,0.7255488134295471,0.9997768467453478,ensemble,True,False,pass
What was the date of service for the most recent fill?,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.8997964090350012,0.6997717608774319,0.8997326191209917,ensemble,True,True,pass
List claims sorted by fill date.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.9997149465264583,0.6997287438240245,0.9996448396277173,ensemble,True,False,pass
When was each medication last dispensed for this member?,fill_date_info,DrugLast,False,claim_history_search,claim_history_search,True,0.6890450446507723,0.2776803570949748,0.5786592594537583,ensemble,False,True,disagreement
Dispensing dates for all prescriptions on file.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.8998303879503033,0.7085992874251581,0.8998092223066635,ensemble,True,True,pass
Show the date each claim was filled.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.9985417774075488,0.5464636693565216,0.998141293608725,ensemble,True,False,pass
Service dates across the member's claim history.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.896777540187759,0.23131174434819082,0.8454468074880757,ensemble,True,False,pass
Fill date timeline for this member's prescriptions.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.9998281918601865,0.7345789575981634,0.9997881995412312,ensemble,True,False,pass
What are the dispense dates for this member's recent fills?,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.6732479542264146,0.2103099025944346,0.5762142664165226,ensemble,False,True,disagreement
How many refills remain on this member's prescriptions?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.8999396383550217,0.7872915131485589,0.8999277395288111,ensemble,True,True,pass
Show refill history for this member.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9998921848134746,0.7362543945193869,0.9998794868033798,ensemble,True,False,pass
Which prescriptions have been refilled more than 3 times?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9999458907902481,0.7907579075092388,0.9999389831875841,ensemble,True,False,pass
List claims by refill count.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9999323661814875,0.7957677662221911,0.9999199871908108,ensemble,True,False,pass
Are there any prescriptions eligible for refill?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9999167842315917,0.7600861599009345,0.9999064944768928,ensemble,True,False,pass
Refill count across this member's medications.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.8999656137854125,0.814878950198439,0.8999616538975564,ensemble,True,True,pass
How many times has LISINOPRIL been refilled for this member?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.8411865330004767,0.38154865419201023,0.7688452141776991,ensemble,False,False,disagreement
Show which fills are original versus refills.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9928802965019435,0.42240191320095255,0.9886839722453225,ensemble,True,False,pass
Pull the refill history for this member's maintenance meds.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9987331982556248,0.5571337607751059,0.9982467841402624,ensemble,True,False,pass
Which claims show a high refill number?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.9992964246650823,0.5929174565509723,0.9992073468058014,ensemble,True,False,pass
Filter claims by days supply — show only 90-day fills.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9998943643828236,0.7622304275405457,0.999867195130989,ensemble,True,False,pass
Which prescriptions had 30 days supply or less?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9999273172462809,0.7848288014911623,0.9999074927545596,ensemble,True,False,pass
Show all 60-day supply fills for this member.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.999897089909183,0.7581508954633648,0.9998792663328785,ensemble,True,False,pass
List claims where days supply exceeds 30.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9999318494935383,0.7844003130467235,0.9999181954745858,ensemble,True,False,pass
How many claims were dispensed as 90-day supplies?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9999011400344123,0.7601582522541342,0.999879211313102,ensemble,True,False,pass
Days supply breakdown across this member's fills.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9998303087628733,0.7106758174879666,0.9997954423917867,ensemble,True,False,pass
Show claims with 7-day supply only.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9939202150401001,0.39001156934556314,0.9922897084132933,ensemble,True,False,pass
Which prescriptions were filled for less than 14 days?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9937119561991926,0.4433022797031305,0.9909949254619652,ensemble,True,False,pass
Filter by days supply for this member.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9085857630735338,0.4891412140798175,0.8983802852387418,ensemble,False,False,disagreement
List all short-supply fills under 10 days.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.9959426890484697,0.43388342158239146,0.9951338562972404,ensemble,True,False,pass
Which claims required prior authorization approval?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.9986505808779476,0.6887250007849114,0.9975443794965838,ensemble,True,False,pass
Show all PA-required claims for this member.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.999823384580186,0.7464747098277923,0.999785377500828,ensemble,True,False,pass
List fills that had a prior auth attached.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.8618424446378697,0.2536492125895107,0.8264760316150936,ensemble,False,False,disagreement
Were any of this member's claims flagged for PA?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.879159734321661,0.30430509770034064,0.8548322183512271,ensemble,False,False,disagreement
Filter claims by prior authorization requirement.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.9998817511522833,0.763996233371878,0.9998487385356347,ensemble,True,False,pass
How many claims needed PA approval in this member's history?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.8345521295614452,0.3244968648786032,0.7685771500165303,ensemble,False,False,disagreement
Show claims that passed PA review.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.7014293533622112,0.1874670745015556,0.6137413576307208,ensemble,False,False,disagreement
Which prescriptions triggered a PA check?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.882448683011307,0.26136136814302113,0.874055779276493,ensemble,False,False,disagreement
List all prior-auth claims for this member in 2025.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.6836694492755025,0.1781886897108534,0.5963241661726543,ensemble,False,False,disagreement
Pull claims where prior authorization was required.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.9959309716760275,0.5005649052150425,0.9934758963876091,ensemble,True,False,pass
Filter claims by ICD-10 diagnosis code.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9999111846651539,0.7814460424228775,0.9998927744902791,ensemble,True,False,pass
Show claims associated with diagnosis J45.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9999631059962432,0.8336580214498139,0.9999560145918973,ensemble,True,False,pass
Which claims have a diabetes-related diagnosis code?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.999927363341455,0.7685884675797504,0.9999155089870497,ensemble,True,False,pass
List claims by diagnosis for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9998477133696183,0.7404331903481658,0.9998192059290403,ensemble,True,False,pass
What diagnosis codes appear on this member's claims?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9999019438407696,0.758674826143743,0.9998821745193044,ensemble,True,False,pass
Filter by diagnosis code E11 for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9999569030964126,0.8095825876049239,0.9999520066562936,ensemble,True,False,pass
Show claims with a specific ICD-10 on file.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9978976152913462,0.4796722955340865,0.9976932620581795,ensemble,True,False,pass
Which fills are linked to a cardiovascular diagnosis?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.258199076267513,0.07535542926485841,0.10309818527326003,ensemble,False,False,disagreement
Pull claims by diagnosis code for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9895269117886234,0.35563176791409445,0.9865606938147041,ensemble,True,False,pass
Are there any claims with diagnosis code K21?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.9979985615438196,0.5331334371894436,0.9970926825667317,ensemble,True,False,pass
Show all claims with settlement code 358.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.9998185211600759,0.7008828593984422,0.9997989856038253,ensemble,True,False,pass
Filter claims by settlement response code.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.9991733988212582,0.6636024399573286,0.9987828562543768,ensemble,True,False,pass
Which claims returned settlement code 2?,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.8976815939978874,0.5880513309454583,0.8960391357461693,ensemble,True,True,pass
List claims where the settlement code is 5.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.9959938773756497,0.4937658517714749,0.9948555353770848,ensemble,True,False,pass
Search claims by pharmacy response code number.,Settlement,settlement_info,False,claim_history_search,cap_api,False,0.5086346244215921,0.16160681568728502,0.2879993647390675,ensemble,False,True,disagreement
What settlement codes appear across this member's history?,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.4540449261666135,0.20034059725997352,0.09324603264955043,ensemble,False,True,disagreement
Show claims that came back with settlement 300.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.887489847891308,0.3699655215384249,0.8818570794772739,ensemble,True,True,pass
Filter by response code 400 across all fills.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.738662186340163,0.18882181338703283,0.7163802776559152,ensemble,False,False,disagreement
Which claims have a non-zero settlement code?,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.8034886314612584,0.46518318526602076,0.7801551454606496,ensemble,False,True,disagreement
Pull claims with a specific settlement code.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.8973649885857666,0.5519631580745084,0.8953860381312901,ensemble,True,True,pass
Show claims filled at specialty pharmacies only.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.999926506468128,0.7968330534564769,0.999905827746913,ensemble,True,False,pass
Filter by pharmacy type — retail versus mail order.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.8998733611221965,0.7519942975921933,0.8998133968989919,ensemble,True,True,pass
Which claims came from a mail-service pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.8998293357894233,0.7538455250502369,0.8997279354556103,ensemble,True,True,pass
List claims by pharmacy channel for this member.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.8998555386705477,0.7404430255145354,0.8998095053115548,ensemble,True,True,pass
Show only retail pharmacy fills.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.8998861522963668,0.7430097168324215,0.8998610512544359,ensemble,True,True,pass
Filter claims by pharmacy type code.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.8998559705534266,0.7324418636006771,0.8998273164401936,ensemble,True,True,pass
Were any claims processed at a long-term care pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.9998479691866726,0.7208178319121215,0.9998247737525779,ensemble,True,False,pass
Which fills came from a specialty pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.9998845403330787,0.7592737866051525,0.9998545057333124,ensemble,True,False,pass
Show claims by dispensing pharmacy type.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.9999073320147605,0.7874902144218142,0.9998741383431063,ensemble,True,False,pass
Pull claims from retail locations only.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.9997753858270871,0.7039594808518247,0.9997052568825103,ensemble,True,False,pass
Filter claims by plan code for this member.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9998804712428206,0.7466327153782876,0.9998669778184567,ensemble,True,False,pass
Show claims under plan ABC123.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9999393058024374,0.7887775160913673,0.9999277892681917,ensemble,True,False,pass
Which claims were processed under this specific insurance plan?,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9986620273619181,0.6075034253072402,0.9978987788522921,ensemble,True,False,pass
List claims by benefit plan.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9998996817923501,0.7799828673520383,0.9998788135099335,ensemble,True,False,pass
Show all fills under the current plan ID.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9998791679202046,0.7283655726276951,0.9998634966852413,ensemble,True,False,pass
Filter by insurance plan code.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9999217660770751,0.7541882783307664,0.999914021516354,ensemble,True,False,pass
Which plan was used to process each claim?,Plan,Plan,True,claim_history_search,claim_history_search,True,0.6899312180264126,0.18137222777553647,0.5518895595956966,ensemble,False,False,disagreement
Show claims grouped by plan for this member.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9670097938383864,0.34041897470596894,0.9511918540237593,ensemble,True,False,pass
Pull claims under a specific plan identifier.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.9803085938506013,0.310095925236934,0.974052578681222,ensemble,True,False,pass
Were any claims processed under a different plan?,Plan,Plan,True,claim_history_search,claim_history_search,True,0.8374456567242105,0.2372902707029371,0.7989289593067148,ensemble,False,False,disagreement
Show all claims filled at Walgreens.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.8978573704044429,0.4952784581869651,0.8973946396127513,ensemble,True,True,pass
List claims from CVS PHARMACY 00610 for this member.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.9896113806066443,0.4322149605147553,0.9834489393177634,ensemble,True,False,pass
Which pharmacy has dispensed the most claims for this member?,Pharmacy,pharmacy_info,False,claim_history_search,cap_api,False,0.3908819735993768,0.1252387098318755,0.11916247399086972,ensemble,False,False,disagreement
Filter claims by pharmacy name.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.7998044127240042,0.448336145758008,0.7810428502044667,ensemble,False,True,disagreement
Show fills at Walmart Pharmacy for this member.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.9983548517426661,0.524694823859216,0.9978314679382675,ensemble,True,False,pass
Claims processed at Rite Aid locations.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.89330922489865,0.40558050774309995,0.8912104050875782,ensemble,True,True,pass
Which stores filled prescriptions for this member?,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.8997175590800984,0.7199444471887045,0.8995705940651282,ensemble,True,True,pass
