Prompt,actual_intent,predicted_intent,intent_match,actual_domain,predicted_domain,domain_match,confidence,raw_confidence,margin,source,agreement,is_confusion_pair,gate_reason
Beneficiary accumulation summary for this member.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.2932701549114595,0.2932701549365606,0.2307413884521305,ensemble,True,False,pass
How close is this member to reaching the coverage gap?,beneficiary_info,member_coverage,False,benefits_api,member_domain,False,0.19470454092690812,0.22906416581574915,0.15027523203453566,ensemble,False,False,disagreement
What are the current accumulator amounts for this member?,beneficiary_info,approval_info,False,benefits_api,benefits_api,True,0.15868431920875706,0.18668743437885896,0.07502114220254384,ensemble,False,False,disagreement
Show this member's benefit phase progression.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.417697247918655,0.41769724795483026,0.38761909449497645,ensemble,True,False,confusion_prone
Tier and accumulation breakdown for this beneficiary.,beneficiary_info,beneficiary_info,True,benefits_api,benefits_api,True,0.1067966488716021,0.19070830157240526,0.07811845046092372,ensemble,False,True,disagreement
What is the total year-to-date spend for this member?,beneficiary_info,date_range_claims,False,benefits_api,claim_history_search,False,0.14756942016880478,0.17361108256598642,0.07644800743607114,ensemble,False,False,disagreement
Give me an overview of the current benefit plan for this member.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.6829218488147475,0.682921848874528,0.6623581872278915,ensemble,True,False,pass
What plan is this member enrolled in right now?,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.27673853520699,0.2767385352306198,0.2212697378133669,ensemble,True,False,pass
Active plan snapshot for member 44781239.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.35625606238839624,0.3562560624191031,0.3263209596050022,ensemble,True,False,pass
Show me the current coverage summary for this member's plan.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.5290166242145133,0.5290166242605956,0.45788384837237905,ensemble,True,False,pass
What is the plan name and effective date for this member?,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.15821470866162177,0.18613495138217978,0.059025931020421266,ensemble,False,False,disagreement
Current benefit plan configuration overview.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.31993225504266687,0.3199322550701408,0.24623955655498936,ensemble,True,False,pass
Plan summary for this member.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.4460392708666131,0.4460392709053105,0.4226065544329555,ensemble,True,False,pass
What formulary is associated with this member's current plan?,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.11410909824853384,0.16301299751141357,0.07091368749199034,ensemble,False,False,disagreement
Show the active plan details including tier structure.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.16758130729797796,0.23940186758884663,0.12859514493114807,ensemble,False,False,disagreement
Pull up the plan overview for this enrollment.,plan_summary,plan_summary,True,benefits_api,benefits_api,True,0.19460158449436774,0.2289430406009852,0.10782444162350939,ensemble,False,False,disagreement
Show me the plan revision history for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.5074810698255701,0.5074810698697357,0.47113011963983253,ensemble,True,False,pass
When was the last plan change made for member 44781239?,plan_history,Prescriber,False,benefits_api,claim_history_search,False,0.0785724182016335,0.11224631172560925,0.006104091421693666,ensemble,False,False,disagreement
Has this member's plan been amended recently?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.31436641795211984,0.3143664179790985,0.23181743539740884,ensemble,True,False,pass
Plan change log and amendment history.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.5552658454773501,0.555265845525769,0.5279787366775334,ensemble,True,False,pass
What prior plan versions were in effect for this member?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.449977835889993,0.4499778359290411,0.4267799125860561,ensemble,True,False,pass
Show the timeline of plan updates for this enrollment.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.21725927235123735,0.25559914396438055,0.1288960058890794,ensemble,False,False,disagreement
Historical plan changes for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.4200498365693749,0.4200498366057591,0.3833019240088213,ensemble,True,False,pass
When did the current plan go into effect and what was the prior plan?,plan_history,plan_history,True,benefits_api,benefits_api,True,0.3552154861352815,0.35521548616589566,0.308045559215827,ensemble,True,False,pass
Plan revision audit trail for this member.,plan_history,plan_history,True,benefits_api,benefits_api,True,0.5001147840539629,0.5001147840974733,0.4515550844092167,ensemble,True,False,pass
Were there any mid-year plan changes for this member?,plan_history,Month,False,benefits_api,claim_history_search,False,0.12777509661044112,0.18253585231587596,0.061810887037665886,ensemble,False,False,disagreement
Search for available plans that match this member's eligibility.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.4011867000925007,0.4011867001272061,0.3094371595201362,ensemble,True,False,pass
Which benefit plans are available for this client group?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.5836942811634721,0.5836942812144208,0.5612368866525234,ensemble,True,False,pass
Find a plan that covers specialty medications.,plan_finder,pa_specialty_rx_override,False,benefits_api,override_domain,False,0.14226258714310938,0.25865924937312856,0.09749276078329472,ensemble,False,False,disagreement
Plan catalog lookup for member 44781239.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.12116099857112846,0.1425423512718374,0.01686313564291943,ensemble,False,False,disagreement
What plans are available for enrollment in this account group?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.30703488124820594,0.3612175073819788,0.25749282890926495,ensemble,False,False,disagreement
Show me plans that match this member's demographic profile.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.3209483180618786,0.3775862565759919,0.254962916511223,ensemble,False,False,disagreement
Search the plan catalog for this carrier.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.3763933076884278,0.37639330772092705,0.35595973636599054,ensemble,True,False,pass
Which plans offer mail-order benefits in this group?,plan_finder,mail_order_info,False,benefits_api,cap_api,False,0.15997695513818316,0.18820818253126015,0.01262399296823578,ensemble,False,False,disagreement
Find available benefit plan options for this enrollment.,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.43470687231693816,0.43470687235462696,0.40256460137029854,ensemble,True,False,pass
What plans can this member switch to?,plan_finder,plan_finder,True,benefits_api,benefits_api,True,0.2529428251288119,0.2529428251503239,0.18706444544099105,ensemble,True,False,pass
Show compound medication ingredient breakdown for this member's claims.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.621738969510521,0.6217389695648563,0.6067139637318533,ensemble,True,False,pass
MIC details for the compound fills in this member's history.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.27429766801958366,0.32270313887428953,0.23778084017830525,ensemble,False,False,disagreement
Were there any compound claims with funded and unfunded ingredients?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.47447270178518336,0.4744727018264112,0.45168127411204007,ensemble,True,False,confusion_prone
Ingredient cost report across compound claims for this member.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.39834683496016693,0.49793354374352444,0.3643222954035892,ensemble,True,True,confusion_prone
List all compound prescriptions filled for this member.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.4633347174718639,0.4633347175121002,0.4389933284522751,ensemble,True,False,confusion_prone
Compound drug ingredient list and costs across claims.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.5561039531699498,0.5561039532184432,0.5335989167536358,ensemble,True,False,pass
Show compound claims and their MIC breakdowns.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.2975419919633646,0.3500494023399952,0.265993610004597,ensemble,False,False,disagreement
Are there any compound medications in this member's claim history?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.4795517605661494,0.4795517606078298,0.4529223804337746,ensemble,True,False,confusion_prone
Pull compound ingredient details across all fills.,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.39961520327547584,0.3996152033100415,0.376772758441078,ensemble,True,False,confusion_prone
Which claims involved compounded medications?,compound_info,compound_info,True,claim_history_search,claim_history_search,True,0.36678409948039425,0.36678409951203816,0.30574895851067185,ensemble,True,False,confusion_prone
Show me all claims from March through June.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.2842170987550047,0.33437305738758827,0.09215216024011093,ensemble,False,False,disagreement
Claims within the last 90 days for this member.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.3948572457988195,0.3948572458329619,0.3562692956636839,ensemble,True,False,pass
Pull claims that contributed to the deductible this year.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.42750272561424346,0.4275027256512914,0.4065420162790631,ensemble,True,False,pass
Show claim accumulation history for the past 6 months.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.35176262568208455,0.35176262571239136,0.29602962256009563,ensemble,True,False,pass
What claims were processed between January 1 and April 30?,date_range_claims,Month,False,claim_history_search,claim_history_search,True,0.41821392617926195,0.41821392621548303,0.38187048394993195,ensemble,True,False,pass
List claims from the current benefit year.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.1463359483953277,0.17215993930294302,0.05772638103566723,ensemble,False,False,disagreement
Date range search: claims from 2025-01-01 to 2025-06-30.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.19747459448968485,0.23232305236048253,0.15862571753933233,ensemble,False,False,disagreement
Show deductible-contributing claims for this member.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.543319547053339,0.5433195471006937,0.5258872804179402,ensemble,True,False,pass
What claims fell within this quarter?,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.25241299299993525,0.2969564623782942,0.11914985306120855,ensemble,False,False,disagreement
Pull the claim history for the last 12 months.,date_range_claims,date_range_claims,True,claim_history_search,claim_history_search,True,0.30997135568078477,0.3099713557073723,0.23816889096313404,ensemble,True,False,pass
What drug was dispensed on the claims for this member?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.3929078939520845,0.3929078939860533,0.3114893277560605,ensemble,True,False,pass
Show me the NDC and GPI for drugs in this member's history.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.10700012647859332,0.15285732355345188,0.03641267849586602,ensemble,False,False,disagreement
What is the formulary status of the drugs this member has been taking?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.24455334377789176,0.28770981623389075,0.2156912849041824,ensemble,False,False,disagreement
Drug name and therapeutic class for claims on this member.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.32278710460637794,0.37974953486383056,0.2654533630544546,ensemble,False,False,disagreement
GPI lookup across this member's prescriptions.,drug_info,pa_drug_type_indicator,False,claim_history_search,override_domain,False,0.05553530317624968,0.07933614740070336,0.01097964303316863,ensemble,False,False,disagreement
List all medications and their NDCs from this member's claims.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.1643740225997014,0.23482003230518683,0.09821388664972978,ensemble,False,False,disagreement
Show the drug details including RxClaim status for this member.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.2396689853937156,0.3423842648776373,0.19809266422740096,ensemble,False,False,disagreement
What therapeutic classes are represented in this member's fills?,drug_info,PriorAuth,False,claim_history_search,claim_history_search,True,0.05887391591773063,0.08410559417467202,0.017201290592146444,ensemble,False,False,disagreement
Formulary and drug classification for this member's medications.,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.43195809778010363,0.4319580978175478,0.4087049934987389,ensemble,True,False,pass
Which drugs has this member been prescribed?,drug_info,drug_info,True,claim_history_search,claim_history_search,True,0.20579381062178057,0.20579381063909624,0.14621791051437372,ensemble,True,False,pass
Were there any DUR edits triggered across this member's claims?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.4046668652317034,0.40466686526671874,0.37590255714516585,ensemble,True,False,pass
Show drug interaction alerts for this member's prescription history.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.4301043287691989,0.4301043288064782,0.3989237240240675,ensemble,True,False,pass
What clinical screening flags appeared on this member's claims?,drug_interaction_info,member_coverage,False,claim_history_search,member_domain,False,0.04653289034315977,0.08460525517591125,0.02229524872367473,ensemble,False,False,disagreement
DUR edit details across all fills for this member.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.2880694720882444,0.33890526130945026,0.23805387154339544,ensemble,False,False,disagreement
Are there drug-drug interaction warnings in the claim history?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.39985092931407656,0.3998509293486633,0.35642889357744656,ensemble,True,False,pass
List any interaction alerts or clinical edits for this member.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.4239777849376741,0.4239777849744084,0.40815987403407644,ensemble,True,False,pass
Show DUR results for this member's recent fills.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.16377226270560924,0.23396037531355002,0.10150832793167054,ensemble,False,False,disagreement
Were any claims flagged for therapeutic duplication?,drug_interaction_info,Generic,False,claim_history_search,claim_history_search,True,0.10116440088203366,0.11901694222374973,0.03861404128508595,ensemble,False,False,disagreement
Drug utilization review alerts across this member's history.,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.3634180616325868,0.3634180616639311,0.3057383632218711,ensemble,True,False,pass
What clinical edits were triggered for this member's medications?,drug_interaction_info,drug_interaction_info,True,claim_history_search,claim_history_search,True,0.16994401221793065,0.24277716033193678,0.10039392097159708,ensemble,False,False,disagreement
When was each prescription filled for this member?,fill_date_info,date_range_claims,False,claim_history_search,claim_history_search,True,0.19772721446248923,0.23262025232851408,0.051312842303728026,ensemble,False,False,disagreement
Show fill dates across all claims for this member.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.3762152485913488,0.376215248623832,0.31968722493852075,ensemble,True,False,confusion_prone
What was the date of service for the most recent fill?,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.18932297460632957,0.22273291132038747,0.11205291931128246,ensemble,False,False,disagreement
List claims sorted by fill date.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.3148748576680105,0.31487485769503437,0.2779469310442416,ensemble,True,False,confusion_prone
When was each medication last dispensed for this member?,fill_date_info,DrugLast,False,claim_history_search,claim_history_search,True,0.07225188834846667,0.10321698336313875,0.0034125391256014186,ensemble,False,False,disagreement
Dispensing dates for all prescriptions on file.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.36788030715359976,0.36788030718534115,0.32964941498287736,ensemble,True,False,confusion_prone
Show the date each claim was filled.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.45172020188083717,0.45172020192004025,0.40833767769072127,ensemble,True,False,confusion_prone
Service dates across the member's claim history.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.1461464510232302,0.14614645103523724,0.07134650653187302,ensemble,True,False,pass
Fill date timeline for this member's prescriptions.,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.30561293884206997,0.3056129388682694,0.2623311351180124,ensemble,True,False,confusion_prone
What are the dispense dates for this member's recent fills?,fill_date_info,fill_date_info,True,claim_history_search,claim_history_search,True,0.09809553601398652,0.14013648003145293,0.053055000533952776,ensemble,False,False,disagreement
How many refills remain on this member's prescriptions?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5912363327629714,0.5912363328145905,0.5749698700125385,ensemble,True,False,pass
Show refill history for this member.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.48503459753977357,0.4850345975819417,0.4605237503414397,ensemble,True,False,pass
Which prescriptions have been refilled more than 3 times?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5339414935072868,0.5339414935538074,0.5031033022384556,ensemble,True,False,pass
List claims by refill count.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5989968997378227,0.5989968997901332,0.5769863845643181,ensemble,True,False,pass
Are there any prescriptions eligible for refill?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5504551468723771,0.5504551469203675,0.530028083718093,ensemble,True,False,pass
Refill count across this member's medications.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.6367766452272778,0.636776645282951,0.6204516813194836,ensemble,True,False,pass
How many times has LISINOPRIL been refilled for this member?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.3391001867601976,0.39894139622297364,0.27519304982928566,ensemble,False,False,disagreement
Show which fills are original versus refills.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.4272425633262541,0.4272425633632787,0.3777073313930937,ensemble,True,False,pass
Pull the refill history for this member's maintenance meds.,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5898556163552305,0.5898556164067277,0.5704041435865442,ensemble,True,False,pass
Which claims show a high refill number?,Refills,Refills,True,claim_history_search,claim_history_search,True,0.5718221503312215,0.5718221503811135,0.5528795143642734,ensemble,True,False,pass
Filter claims by days supply — show only 90-day fills.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.5279583622043256,0.527958362250314,0.50775361011611,ensemble,True,False,pass
Which prescriptions had 30 days supply or less?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.5653286027623882,0.5653286028117026,0.5392778997825284,ensemble,True,False,pass
Show all 60-day supply fills for this member.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.5021445340684706,0.5021445341121618,0.4818145655373622,ensemble,True,False,pass
List claims where days supply exceeds 30.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.6182848779089942,0.6182848779630207,0.5986804385172515,ensemble,True,False,pass
How many claims were dispensed as 90-day supplies?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.48921750471018594,0.4892175047527267,0.45589797028582424,ensemble,True,False,pass
Days supply breakdown across this member's fills.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.1919819265283159,0.2742598950638604,0.14586557853380114,ensemble,False,False,disagreement
Show claims with 7-day supply only.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.43166872322073735,0.4316687232581559,0.40430898679968474,ensemble,True,False,pass
Which prescriptions were filled for less than 14 days?,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.4566482796381135,0.45664827967775484,0.4237314642874419,ensemble,True,False,pass
Filter by days supply for this member.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.41138015668712996,0.4839766549681093,0.367772895189884,ensemble,False,False,disagreement
List all short-supply fills under 10 days.,DaysSupply,DaysSupply,True,claim_history_search,claim_history_search,True,0.48148776072500665,0.4814877607668591,0.4517794571750978,ensemble,True,False,pass
Which claims required prior authorization approval?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.703541046058412,0.703541046120027,0.6908458993772953,ensemble,True,False,pass
Show all PA-required claims for this member.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.3296613934256445,0.3878369334754521,0.27467850435379276,ensemble,False,False,disagreement
List fills that had a prior auth attached.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.2645674169973936,0.3112557847295179,0.22337189747961006,ensemble,False,False,disagreement
Were any of this member's claims flagged for PA?,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.2042564718555373,0.29179495981859455,0.18264240238303023,ensemble,False,False,disagreement
Filter claims by prior authorization requirement.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.4230982100902674,0.42309821012692295,0.38486374401936607,ensemble,True,False,pass
How many claims needed PA approval in this member's history?,PriorAuth,pa_claim_usage,False,claim_history_search,override_domain,False,0.32980642643986213,0.3298064264682148,0.25955145762518017,ensemble,True,False,pass
Show claims that passed PA review.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.13908479136315244,0.19869255910690142,0.10204288253591255,ensemble,False,False,disagreement
Which prescriptions triggered a PA check?,PriorAuth,date_range_claims,False,claim_history_search,claim_history_search,True,0.12039693830333247,0.17199562616192543,0.026450520041126357,ensemble,False,False,disagreement
List all prior-auth claims for this member in 2025.,PriorAuth,prior_auth_info,False,claim_history_search,cap_api,False,0.09394697854853523,0.11052585712476064,0.025329182587915357,ensemble,False,False,disagreement
Pull claims where prior authorization was required.,PriorAuth,PriorAuth,True,claim_history_search,claim_history_search,True,0.4458392339701674,0.4458392340088471,0.4058421476283123,ensemble,True,False,pass
Filter claims by ICD-10 diagnosis code.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.38852452680911465,0.3885245268426936,0.36029042406250056,ensemble,True,False,pass
Show claims associated with diagnosis J45.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.5105811347045065,0.510581134748948,0.4817090195998073,ensemble,True,False,pass
Which claims have a diabetes-related diagnosis code?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.20757329441393427,0.2442038758018332,0.17274323459851745,ensemble,False,False,disagreement
List claims by diagnosis for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.16442476626753794,0.19344090150743734,0.08373100501035045,ensemble,False,False,disagreement
What diagnosis codes appear on this member's claims?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.2259022959077901,0.2657674069729946,0.1831942320265895,ensemble,False,False,disagreement
Filter by diagnosis code E11 for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.5382460358069892,0.5382460358538927,0.5213430643003584,ensemble,True,False,pass
Show claims with a specific ICD-10 on file.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.396447657484275,0.39644765751855876,0.37481252707205015,ensemble,True,False,pass
Which fills are linked to a cardiovascular diagnosis?,Diagnosis,PharmType,False,claim_history_search,claim_history_search,True,0.08763239241339318,0.12518913202927498,0.042449698226278074,ensemble,False,False,disagreement
Pull claims by diagnosis code for this member.,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.19670732520382178,0.23142038261232786,0.1463860287187131,ensemble,False,False,disagreement
Are there any claims with diagnosis code K21?,Diagnosis,Diagnosis,True,claim_history_search,claim_history_search,True,0.5421760841548944,0.5421760842021477,0.521650801658788,ensemble,True,False,pass
Show all claims with settlement code 358.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.5710923661982451,0.7138654578103396,0.5588476477051556,ensemble,True,True,confusion_pair
Filter claims by settlement response code.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.22289557744740904,0.32778761392142164,0.08232825903501773,ensemble,False,True,disagreement
Which claims returned settlement code 2?,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.2882586776930364,0.4239098201735462,0.24749178586381487,ensemble,False,True,disagreement
List claims where the settlement code is 5.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.301994632577211,0.3774932907541105,0.24633107672908203,ensemble,True,True,confusion_prone
Search claims by pharmacy response code number.,Settlement,settlement_info,False,claim_history_search,cap_api,False,0.11242055701267456,0.13225947884921174,0.044462302524021065,ensemble,False,False,disagreement
What settlement codes appear across this member's history?,Settlement,settlement_info,False,claim_history_search,cap_api,False,0.1901232135504297,0.23765401695818833,0.08124605785199318,ensemble,True,True,pass
Show claims that came back with settlement 300.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.4276024201528188,0.4276024201898756,0.3969249480115839,ensemble,True,False,confusion_prone
Filter by response code 400 across all fills.,Settlement,Settlement,True,claim_history_search,claim_history_search,True,0.12289424062634798,0.14458145957227717,0.051736192653726254,ensemble,False,False,disagreement
Which claims have a non-zero settlement code?,Settlement,settlement_info,False,claim_history_search,cap_api,False,0.17036894443316075,0.25054256536418174,0.003472139126568784,ensemble,False,True,disagreement
Pull claims with a specific settlement code.,Settlement,settlement_info,False,claim_history_search,cap_api,False,0.14096255095303764,0.20729786906603423,0.0028703507035091405,ensemble,False,True,disagreement
Show claims filled at specialty pharmacies only.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.5440577153591251,0.5440577154065462,0.4971568049767931,ensemble,True,False,pass
Filter by pharmacy type — retail versus mail order.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.5202504929228089,0.5202504929681113,0.4943639907274868,ensemble,True,False,pass
Which claims came from a mail-service pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.45291633947791266,0.45291633951722227,0.4098599297371461,ensemble,True,False,pass
List claims by pharmacy channel for this member.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.4907682426749434,0.4907682427176216,0.4671712326493726,ensemble,True,False,pass
Show only retail pharmacy fills.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.4926622080847339,0.49266220812758116,0.4592710856318194,ensemble,True,False,pass
Filter claims by pharmacy type code.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.3557691980226236,0.3557691980532871,0.303407343959815,ensemble,True,False,pass
Were any claims processed at a long-term care pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.3681117469507056,0.36811174698246746,0.34062938710790525,ensemble,True,False,pass
Which fills came from a specialty pharmacy?,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.4950145339536178,0.49501453399667383,0.4314901116438924,ensemble,True,False,pass
Show claims by dispensing pharmacy type.,PharmType,PharmType,True,claim_history_search,claim_history_search,True,0.3341225741751284,0.33412257420386526,0.10743834637399716,ensemble,True,False,pass
Pull claims from retail locations only.,PharmType,pharmacy_info,False,claim_history_search,cap_api,False,0.18025818717859113,0.21206845552209896,0.04228757798579395,ensemble,False,False,disagreement
Filter claims by plan code for this member.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.09747736638535347,0.13925338056189848,0.049116568678198316,ensemble,False,False,disagreement
Show claims under plan ABC123.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.410692365455076,0.4106923654906278,0.38839031581793826,ensemble,True,False,pass
Which claims were processed under this specific insurance plan?,Plan,Plan,True,claim_history_search,claim_history_search,True,0.3260078629162041,0.3260078629442187,0.2749020108242424,ensemble,True,False,pass
List claims by benefit plan.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.19132884652995538,0.22509276064251021,0.1342812832566003,ensemble,False,False,disagreement
Show all fills under the current plan ID.,Plan,plan_summary,False,claim_history_search,benefits_api,False,0.06494941426313035,0.09278487752601547,0.010556786242604903,ensemble,False,False,disagreement
Filter by insurance plan code.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.3674935746901834,0.3674935747218904,0.33766922139410505,ensemble,True,False,pass
Which plan was used to process each claim?,Plan,approval_info,False,claim_history_search,benefits_api,False,0.1291807875711528,0.1845439822599284,0.08965603487073746,ensemble,False,False,disagreement
Show claims grouped by plan for this member.,Plan,date_range_claims,False,claim_history_search,claim_history_search,True,0.11827307460915003,0.16896153516996623,0.060241216369006145,ensemble,False,False,disagreement
Pull claims under a specific plan identifier.,Plan,Plan,True,claim_history_search,claim_history_search,True,0.09376633702448949,0.11031333768468789,0.03514242622618182,ensemble,False,False,disagreement
Were any claims processed under a different plan?,Plan,Plan,True,claim_history_search,claim_history_search,True,0.11154743615509505,0.13123227784020325,0.00623243558712727,ensemble,False,False,disagreement
Show all claims filled at Walgreens.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.43403052007185916,0.43403052010948784,0.40432447554016415,ensemble,True,False,pass
List claims from CVS PHARMACY 00610 for this member.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.39068685654756546,0.39068685658133673,0.3432037763356287,ensemble,True,False,pass
Which pharmacy has dispensed the most claims for this member?,Pharmacy,pharmacy_info,False,claim_history_search,cap_api,False,0.2227036101066834,0.22270361012550394,0.0912064604576065,ensemble,True,False,pass
Filter claims by pharmacy name.,Pharmacy,pharmacy_info,False,claim_history_search,cap_api,False,0.22854998032443877,0.2688823298163878,0.10309158426268052,ensemble,False,False,disagreement
Show fills at Walmart Pharmacy for this member.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.30685902402072246,0.3068590240470328,0.24995520547560762,ensemble,True,False,pass
Claims processed at Rite Aid locations.,Pharmacy,Pharmacy,True,claim_history_search,claim_history_search,True,0.39717143720749054,0.39717143724183884,0.36081831335754966,ensemble,True,False,pass
